img_id,Front bumper,Trunk lid,Bonnet,Head lights(L),Rear bumper,Rear door(R),Front door(R),Rear fender(R),Rear fender(L),Rear lamp(R),Side mirror(R),A pillar(L),Rear door(L),Front door(L),Front fender(R),Front Wheel(L),Front Wheel(R),Rear lamp(L),Front fender(L),Rocker panel(R),Head lights(R),Rear Wheel(R),Rear Wheel(L),C pillar(L),Side mirror(L),Rocker panel(L),Windshield,C pillar(R),Rear windshield,Undercarriage,Roof,A pillar(R),B pillar(R),total_anns,ran_var,dataset
1825713_as-0056006.jpg,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.03933723567022174,train
20180718121523_1483357_sc-124427.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9840059310709599,test
1473867_as-0066746.jpg,,1.0,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,4.0,0.463312326332984,train
20181216184251_1806505_sc-141240.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.8220475637801686,val
20210910164848_361896_sc-1040197.jpg,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,0.9161891365420255,test
20190119195035_1891156_sc-145050.jpg,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,0.3907084587010372,train
0770717_as-0000138.jpg,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.25575047307419385,train
0543738_as-0045363.jpg,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.8806967428901696,val
20181025221347_1698613_sc-136308.jpg,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,4.0,0.6366674039634792,train
0892963_as-0040078.jpg,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.9411109451644861,test
20181216184251_1806510_sc-141240.jpg,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.7370316653018179,train
1035446_as-0081432.jpg,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5061446319995603,train
0759466_as-0095568.jpg,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,0.3852267855757955,train
1000746_as-0068893.jpg,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.8388241527853645,val
20190904133455_2396376_sc-173968.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.555957321509562,train
0133778_as-0038993.jpg,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,3.0,0.6299983502511969,train
0090323_as-0025005.jpg,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.14460289517214397,train
20190526172229_2140205_sc-159313.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.10952518889418494,train
20190216115554_1942967_sc-147791.jpg,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.6392334392131883,train
20180604041023_1406730_sc-119351.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.7787435857239964,train
20210423153110_160349_sc-1019636.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5806776022884697,train
20200408111444_2889785_sc-202863.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4835305408459767,train
0944308_as-0056224.jpg,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.7912859144473848,train
0620198_as-0061976.jpg,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,0.059616611710633594,train
20190914151946_2428526_sc-175490.jpg,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.9212218892151108,test
20190312175251_1974895_sc-150370.jpg,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,0.38714076786860896,train
0001755_as-0000425.jpg,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,4.0,0.26665358586181553,train
0683229_as-0079706.jpg,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,0.39661163616339734,train
1178516_as-0036071.jpg,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,0.007463739498891564,train
20201124142536_011932_sc-1001722.jpg,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9887163426400142,test
1891169_as-0079813.jpg,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,0.9362768822331572,test
20190413142825_2043843_sc-153778.jpg,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.7043896646073384,train
1747000_as-0026820.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.6012473712486447,train
20190919161536_2434632_sc-176317.jpg,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.8781986549002444,val
0122696_as-0034140.jpg,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,2.0,0.8150675945375115,val
20190418213543_2050732_sc-154483.jpg,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,0.780796562064502,train
20200126025352_2730834_sc-193977.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1273723268087369,train
20210222114549_094166_sc-1012788.jpg,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,0.45389853660622426,train
20191202175421_2615674_sc-186906.jpg,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,0.9387348837634046,test
20190805142153_2389872_sc-169293.jpg,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,0.5693972258633861,train
20180109144626_1137939_sc-103796.jpg,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,0.4345120471084839,train
20190808211340_2324257_sc-169826.jpg,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.34720793835056296,train
0500745_as-0032438.jpg,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,0.8883673890193985,val
20181110163027_1780029_sc-137872.jpg,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,0.9594487985066563,test
0925141_as-0049625.jpg,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9710951891741396,test
20190515121847_2109300_sc-157841.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.24719927339584324,train
20191126132135_2592028_sc-186076.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4023359797520236,train
20181202214615_1789513_sc-140017.jpg,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5127355786410633,train
20210415171630_151494_sc-1018700.jpg,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,0.5770742890491709,train
0368689_as-0099563.jpg,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.10229383460555108,train
1500272_as-0081531.jpg,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0002038955744432247,train
1188592_as-0040475.jpg,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.244277922294873,train
20190110031047_1855845_sc-144105.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.39899993381642007,train
20180620115636_1406091_sc-121088.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.8197224941751733,val
20200127102436_2732194_sc-194085.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.8250178329320997,val
20201127175009_017718_sc-1003152.jpg,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.019853553078688746,train
0518949_as-0038926.jpg,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,0.7356120044133456,train
0649335_as-0069843.jpg,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,0.27168207549003576,train
2107399_as-0058155.jpg,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.1032483143374735,train
0066239_as-0017598.jpg,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.11692631727846203,train
20201112160030_003518_sc-1001047.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.6663300999792211,train
0455770_as-0020126.jpg,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,3.0,0.7697850705866208,train
20180807091603_1547617_sc-127276.jpg,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.7904750391057737,train
20190312153440_1978122_sc-150353.jpg,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.2534138830664562,train
0873432_as-0032855.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.08651614845150024,train
2135690_as-0069572.jpg,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.14568778196836862,train
1240118_as-0061222.jpg,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5202917004770096,train
0707211_as-0085222.jpg,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.16931252094717997,train
0082388_as-0022980.jpg,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,3.0,0.6757224246105439,train
20180320040309_1261842_sc-111255.jpg,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,0.5943145874179273,train
20190615195706_2183883_sc-161860.jpg,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.1572025418537064,train
20210913193502_364610_sc-1040648.jpg,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,0.24687019133272603,train
0901985_as-0041805.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.7200066732223368,train
20180216210439_1206283_sc-107828.jpg,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.12061673544718354,train
1182840_as-0037093.jpg,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,0.051673905308437296,train
20181107104552_1733005_sc-137527.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.7054526344250949,train
0142434_as-0040776.jpg,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,6.0,0.8411286075398184,val
0327041_as-0087214.jpg,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,0.11924843201318569,train
1158617_as-0028464.jpg,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,3.0,0.012258260893232564,train
20210507185707_176756_sc-1021456.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3393794880133584,train
0685211_as-0080307.jpg,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9824175575920331,test
0974029_as-0062899.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.8708746114045589,val
1297452_as-0079019.jpg,,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,0.18925744453665516,train
20190803145651_2302313_sc-168933.jpg,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,0.1608305603050857,train
1926741_as-0092144.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.10517701987813333,train
2152690_as-0074979.jpg,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.8308488377305858,val
1226643_as-0058455.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.43734631284859604,train
20181115112500_1759008_sc-138358.jpg,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.168723922160386,train
2152973_as-0075088.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.27711897744187375,train
0952073_as-0057828.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.43319589729043284,train
1387677_as-0028070.jpg,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.11311855448530983,train
20210719183719_274927_sc-1031757.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9404525062658751,test
0723337_as-0088400.jpg,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.23379291729676765,train
1262099_as-0065011.jpg,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,0.718644142465886,train
20190502114316_2066531_sc-156130.jpg,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.6110315757611896,train
20181011121035_1682634_sc-134776.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9531410622892336,test
20180307234516_1240329_sc-109980.jpg,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,0.3415864002917375,train
0837398_as-0018806.jpg,,,,,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,0.5540470791611234,train
20180814090725_1549338_sc-128279.jpg,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.8697387662638221,val
20201221172128_038483_sc-1005569.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4847394790786791,train
0893945_as-0040219.jpg,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,3.0,0.7482942252093183,train
0057245_as-0015826.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.11501853414327357,train
0142349_as-0040767.jpg,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,0.8046491811423228,val
1388717_as-0028349.jpg,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,0.2897052317927957,train
20210614214346_225343_sc-1026273.jpg,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.6996777144966259,train
2175259_as-0083953.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.28566359611863146,train
20210817145648_318670_sc-1032505.jpg,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,3.0,0.3187142168114204,train
1097550_as-0001672.jpg,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,0.26538981225084723,train
20200212222529_2776964_sc-196141.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5617990335102881,train
20180404205526_1281795_sc-112902.jpg,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.9578817321509167,test
0492731_as-0030181.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.42192549085251074,train
20191028115303_2537491_sc-182141.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.49111249617986896,train
0914374_as-0046669.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.18502503915779045,train
1886136_as-0077249.jpg,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5412691832326646,train
20210810224126_309994_sc-1033495.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.32706990919081647,train
20180509203630_1333955_sc-116604.jpg,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,0.05471266266744368,train
0641220_as-0066517.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.23970543667202426,train
1783913_as-0043670.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.598714193304767,train
20181219214321_1823452_sc-141571.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.17001886877785632,train
20210108160750_056762_sc-1007186.jpg,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9869681084976519,test
20191022204927_2535394_sc-181347.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.02890082528743121,train
1274369_as-0067685.jpg,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,0.19414719214314136,train
20190610123024_2165594_sc-161180.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.36954448277630614,train
0630321_as-0064129.jpg,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,0.009136185637056315,train
1872973_as-0073117.jpg,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.866754519964504,val
20210810181807_309603_sc-1035366.jpg,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.6488706362060909,train
20190908124836_2433167_sc-174516.jpg,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.7566313065913313,train
1023099_as-0077656.jpg,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,0.7427352033393554,train
0266505_as-0071863.jpg,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.7337886703317495,train
1257958_as-0064314.jpg,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.00665724780230792,train
1405686_as-0036792.jpg,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.7286236595859488,train
20201217112052_035258_sc-1005413.jpg,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.15841755810143154,train
0441233_as-0016776.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.6167717114887828,train
1194494_as-0041671.jpg,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.6149783483051813,train
20181009234952_1667229_sc-134642.jpg,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.9466304399439869,test
20190909035044_2397866_sc-174644.jpg,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.6550166010185402,train
1034561_as-0081024.jpg,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.3091483254063797,train
20200406020633_2879982_sc-202634.jpg,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,3.0,0.9462567634486241,test
20181118145113_1777258_sc-138689.jpg,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,0.9728928469918261,test
20200202102108_2743424_sc-194723.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.8876051030507266,val
0163699_as-0046508.jpg,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.28887745623428573,train
20210908172330_358174_sc-1040506.jpg,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.44313335597405534,train
0041464_as-0011061.jpg,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9365045801591889,test
0336834_as-0089138.jpg,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,0.6844343121375458,train
0889899_as-0039299.jpg,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.330202080596143,train
20210630203308_251248_sc-1028568.jpg,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,4.0,0.4484167867035046,train
20200804153313_3165010_sc-218043.jpg,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,0.2130058734984599,train
1296271_as-0078772.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5382347907532766,train
20201208122301_026295_sc-1004170.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5740788037469092,train
1491184_as-0078654.jpg,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,0.5947674690585639,train
0170394_as-0048329.jpg,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.25356171446309517,train
20180909185941_1609306_sc-131475.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.6739657577892562,train
0861308_as-0027609.jpg,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,0.24187200778503004,train
20200128063130_2727155_sc-194153.jpg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.438028415623807,train
1496653_as-0080714.jpg,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.38663510749263286,train
0260665_as-0070113.jpg,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.9630558526532336,test
0415910_as-0010319.jpg,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,0.09065852702267208,train
0176910_as-0050182.jpg,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.2885555112935435,train
20180614120506_1392243_sc-120443.jpg,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,0.4762037089184883,train
20180520115059_1377355_sc-117728.jpg,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,0.07958907049495345,train
